taxa	stitle	assembly_accession	domain	phylum	class	order	family	genus	species
WP_045216011.1	WP_045216011.1 2Fe-2S iron-sulfur cluster-binding protein [Desulfonatronovibrio magnus]	GCF_000934755.1	Bacteria	Desulfobacterota_I	Desulfovibrionia	Desulfovibrionales	Desulfonatronovibrionaceae	Desulfonatronovibrio	Desulfonatronovibrio magnus
MBN2301168.1	MBN2301168.1 MAG: 2Fe-2S iron-sulfur cluster binding domain-containing protein [Lentisphaerae bacterium]	GCA_016934225.1	Bacteria	Verrucomicrobiota	Kiritimatiellae	UBA8416	JAFGTH01	JAFGTH01	JAFGTH01 sp016934225
WP_008846746.1	WP_008846746.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Aliiglaciecola lipolytica]	GCF_000314975.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Aliiglaciecola	Aliiglaciecola lipolytica
WP_190811400.1	WP_190811400.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Flagellimonas sp. S3867]	GCF_014698935.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda	Muricauda sp014698935
CAJQPE010000111.1_24	CAJQPE010000111.1_24 # 32676 # 34046 # 1 # ID=111_24;partial=00;start_type=ATG;rbs_motif=TAATT;rbs_spacer=14bp;gc_cont=0.384	GCA_905480125.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	GCA-2746335	NORP312	NORP312 sp905480125
MBN1153373.1	MBN1153373.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [candidate division KSB1 bacterium]	GCA_016926625.1	Bacteria	KSB1	UBA2214	AABM5-25-91	JAFGDW01	JAFGOE01	JAFGOE01 sp016926625
WP_021987486.1	WP_021987486.1 MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Odoribacteraceae]	GCF_900091655.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Odoribacter massiliensis
WP_033132103.1	WP_033132103.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Aeromonas aquatica]	GCF_000764655.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	Aeromonas aquatica
WP_027313695.1	WP_027313695.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Balneatrix alpica]	GCF_000619885.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Balneatrix	Balneatrix alpica
WP_040491558.1	WP_040491558.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Xanthomarina gelatinilytica]	GCF_000348685.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Xanthomarina	Xanthomarina gelatinilytica
WP_057780520.1	WP_057780520.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Formosa algae]	GCF_001439665.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa	Formosa algae
WP_143834338.1	WP_143834338.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Aliiglaciecola sp. M165]	GCF_007197995.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Aliiglaciecola	Aliiglaciecola sp007197995
NCF30738.1	NCF30738.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroidetes bacterium]	GCA_009936675.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA8316	UBA8316 sp009936675
NLW11119.1	NLW11119.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [Clostridiaceae bacterium]	GCA_012727965.1	Bacteria	Firmicutes_A	Clostridia	Saccharofermentanales	UBA5734	JAAYFZ01	JAAYFZ01 sp012727965
WP_010673369.1	WP_010673369.1 MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Aeromonas]	GCF_000819785.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	Aeromonas caviae
WP_042639543.1	WP_042639543.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Aeromonas eucrenophila]	GCF_000819865.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	Aeromonas eucrenophila
OEU74614.1	OEU74614.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Desulfuromonadales bacterium C00003068]	GCA_001751155.1	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas sp001751155
MBT3444357.1	MBT3444357.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Flavobacteriaceae bacterium]	GCA_018647605.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA8316	UBA8316 sp018647605
DCYG01000007.1_186	DCYG01000007.1_186 # 195872 # 196963 # -1 # ID=34_186;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411	GCA_002331025.1	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Sedimentibacteraceae	Sedimentibacter	Sedimentibacter sp002331025
WP_011705064.1	WP_011705064.1 MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Aeromonas]	GCF_000014805.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila
WP_076573358.1	WP_076573358.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Aeromonas sp. RU39B]	GCF_900156095.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	Aeromonas sp900156095
WP_094276792.1	WP_094276792.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Oceanimonas baumannii]	GCF_002245495.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Oceanimonas	Oceanimonas baumannii
WP_005822996.1	WP_005822996.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Actinobacillus minor]	GCF_000175195.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Actinobacillus_A	Actinobacillus_A minor
WP_025236572.1	WP_025236572.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Mannheimia sp. USDA-ARS-USMARC-1261]	GCF_000521605.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Mannheimia	Mannheimia sp000521605
NLT62314.1	NLT62314.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Candidatus Hydrogenedentes bacterium]	GCA_012719295.1	Bacteria	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales	SLHB01	UBA2224	UBA2224 sp012719295
WP_216048952.1	WP_216048952.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Aliiglaciecola lipolytica]	GCF_018860635.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Aliiglaciecola	Aliiglaciecola lipolytica_A
WP_180567018.1	WP_180567018.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Endozoicomonas sp. SM1973]	GCF_013425485.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Zooshikellaceae	Spartinivicinus	Spartinivicinus sp013425485
OQY25086.1	OQY25086.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Desulfobacteraceae bacterium 4572_35.2]	GCA_002084665.1	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas sp002084665
CACNDW010000011.1_15	CACNDW010000011.1_15 # 13416 # 14711 # 1 # ID=11_15;partial=00;start_type=ATG;rbs_motif=TAAAT;rbs_spacer=15bp;gc_cont=0.397	GCA_902619315.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA8316	UBA8316 sp902619315
CAJPUR010000027.1_17	CAJPUR010000027.1_17 # 16465 # 17760 # 1 # ID=27_17;partial=00;start_type=ATG;rbs_motif=AAAAAA;rbs_spacer=5bp;gc_cont=0.340	GCA_905381055.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	TMED220	TMED220 sp905381055
WP_105983834.1	WP_105983834.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Nonlabens agnitus]	GCF_002994045.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Nonlabens	Nonlabens agnitus
WP_055411873.1	WP_055411873.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Nonlabens sp. YIK11]	GCF_001413925.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Nonlabens	Nonlabens sp001413925
WP_013188167.1	WP_013188167.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Croceibacter atlanticus]	GCF_000196315.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Croceibacter	Croceibacter atlanticus
MBL1280707.1	MBL1280707.1 MAG: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Fluviicola sp.]	GCA_002734065.2	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	UBA4466	UBA4466 sp002734065
MBT4613756.1	MBT4613756.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Flavobacteriaceae bacterium]	GCA_018657955.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	GCA-2700405	GCA-2700405 sp018657955
NNM07859.1	NNM07859.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Flavobacteriaceae bacterium]	GCA_013043685.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Pukyongia	Pukyongia sp013043685
JABAZI010000058.1_3	JABAZI010000058.1_3 # 1329 # 2639 # -1 # ID=47_3;partial=00;start_type=ATG;rbs_motif=AACAA;rbs_spacer=8bp;gc_cont=0.365	GCA_018608545.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp018608545
DDQV01000072.1_21	DDQV01000072.1_21 # 18278 # 19384 # -1 # ID=83_21;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.303	GCA_002342785.1	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Psychrilyobacter	Psychrilyobacter sp002342785
WP_014291677.1	WP_014291677.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Oceanimonas sp. GK1]	GCF_000243075.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Oceanimonas	Oceanimonas sp000243075
WP_107853105.1	WP_107853105.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Oceanimonas marisflavi]	GCF_003049725.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Oceanimonas	Oceanimonas marisflavi
WP_128786622.1	WP_128786622.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Photobacterium chitinilyticum]	GCF_004104355.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium chitinilyticum
MBR9887378.1	MBR9887378.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Oceanospirillales bacterium]	GCA_018223185.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Amphritea	Amphritea sp018223185
WP_005709621.1	WP_005709621.1 MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Haemophilus]	GCF_002015045.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_A	Haemophilus_A paraphrohaemolyticus
MBI3133849.1	MBI3133849.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroidetes bacterium]	GCA_016192075.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	JADJGJ01	JADJGJ01 sp016192075
MBK7128537.1	MBK7128537.1 MAG: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Crocinitomicaceae bacterium]	GCA_016708105.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	JADJGJ01	JADJGJ01 sp016708105
WP_179237006.1	WP_179237006.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [Sedimentibacter hydroxybenzoicus]	GCF_013403245.1	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Sedimentibacteraceae	Sedimentibacter	Sedimentibacter hydroxybenzoicus
WP_091358328.1	WP_091358328.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Amphritea atlantica]	GCF_900111095.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Amphritea	Amphritea atlantica
WP_188156789.1	WP_188156789.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Mannheimia bovis]	GCF_014541205.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Mannheimia	Mannheimia bovis
WP_124027639.1	WP_124027639.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Alteromonas sediminis]	GCF_003820355.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas_F	Alteromonas_F sediminis
CAJQKN010000096.1_3	CAJQKN010000096.1_3 # 1175 # 2470 # -1 # ID=96_3;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=8bp;gc_cont=0.404	GCA_905478905.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA7428	UBA7428 sp905478905
PWHD01000021.1_19	PWHD01000021.1_19 # 22207 # 23298 # -1 # ID=14_19;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.527	GCA_003555335.1	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	B1SED10-225	B1SED10-225 sp003555335
WP_160197877.1	WP_160197877.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [Senegalia massiliensis]	GCF_009911265.1	Bacteria	Firmicutes_A	Clostridia	Tissierellales	SIT17	Senegalia	Senegalia massiliensis_A
WP_151894993.1	WP_151894993.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Patiriisocius marinistellae]	GCF_009014635.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Patiriisocius	Patiriisocius marinistellae
DDMS01000036.1_21	DDMS01000036.1_21 # 26373 # 27680 # 1 # ID=55_21;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.337	GCA_002340765.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp002340765
RNC83199.1	RNC83199.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Balneola sp.]	GCA_003712055.1	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	RHLJ01	RHLJ01 sp003712055
DKQS01000003.1_83	DKQS01000003.1_83 # 90112 # 91422 # -1 # ID=2_83;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=14bp;gc_cont=0.410	GCA_002471825.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp002471825
WP_005706802.1	WP_005706802.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Haemophilus parahaemolyticus]	GCF_002015035.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_A	Haemophilus_A parahaemolyticus
WP_007635116.1	WP_007635116.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Paraglaciecola psychrophila]	GCF_000347635.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Paraglaciecola	Paraglaciecola psychrophila
OOF71290.1	OOF71290.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Rodentibacter heylii]	GCF_001998905.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Rodentibacter_A	Rodentibacter_A heylii_A
WP_090754719.1	WP_090754719.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Nonlabens sp. Hel1_33_55]	GCF_900101765.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Nonlabens	Nonlabens sp900101765
WP_041495956.1	WP_041495956.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Nonlabens marinus]	GCF_000831385.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Nonlabens	Nonlabens marinus
SKFU01000095.1_2	SKFU01000095.1_2 # 649 # 1740 # -1 # ID=58_2;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.402	GCA_007117835.1	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	CSBR16-107	CSBR16-107 sp007117835
WP_140997115.1	WP_140997115.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Flavobacterium profundi]	GCF_006491645.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp006491645
MBF03115.1	MBF03115.1 MAG: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Flavobacterium sp.]	GCA_002715085.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp002715085
WP_100857980.1	WP_100857980.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Aeromonas lusitana]	GCF_002812985.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	Aeromonas lusitana
WP_033137904.1	WP_033137904.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Aeromonas finlandensis]	GCF_000764645.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	Aeromonas finlandensis
WP_047876589.1	WP_047876589.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Photobacterium aphoticum]	GCF_001029435.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium aphoticum
WP_141345471.1	WP_141345471.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Vibrio inusitatus]	GCF_006538525.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio inusitatus
MAI80873.1	MAI80873.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Deltaproteobacteria bacterium]	GCA_002691205.1	Bacteria	Myxococcota_A	UBA9160	UBA9160	UBA4427	MED660	MED660 sp002691205
DEMD01000014.1_82	DEMD01000014.1_82 # 101159 # 102385 # 1 # ID=8_82;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.558	GCA_002354735.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	UBA2679	UBA2679 sp002354735
WP_075324655.1	WP_075324655.1 MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Salegentibacter]	GCF_900113135.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Salegentibacter	Salegentibacter agarivorans
WP_070054630.1	WP_070054630.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Salegentibacter salarius]	GCF_900168265.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Salegentibacter	Salegentibacter salarius
WP_201587253.1	WP_201587253.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Psychrobacter jeotgali]	GCF_904846315.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter jeotgali
MAY23376.1	MAY23376.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Flavobacteriaceae bacterium]	GCA_002707025.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	IN17	IN17 sp002707025
WP_047419247.1	WP_047419247.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Cellulophaga sp. Hel_I_12]	GCF_000799565.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga sp000799565
NQU39626.1	NQU39626.1 MAG: 2Fe-2S iron-sulfur cluster binding domain-containing protein [Lentisphaerae bacterium]	GCA_013203785.1	Bacteria	Verrucomicrobiota	Kiritimatiellae	UBA8416	JABMPJ01	JABMPJ01	JABMPJ01 sp013203785
MBE0637188.1	MBE0637188.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroidales bacterium]	GCA_014860585.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	4484-276	RZYY01	RZYY01 sp014860585
QKCE01000166.1_7	QKCE01000166.1_7 # 4121 # 5230 # 1 # ID=285_7;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=3-4bp;gc_cont=0.605	GCA_003245785.1	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Spiro-10	Spiro-10 sp003245785
JAGYOX010000023.1_11	JAGYOX010000023.1_11 # 8822 # 10036 # -1 # ID=146_11;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.534	GCA_018399235.1	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	SURF-3	M55B175	M55B175 sp018399235
WP_048708055.1	WP_048708055.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Thauera humireducens]	GCF_001051995.2	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Thauera	Thauera humireducens
GAM54566.1	GAM54566.1 Na(+)-translocating NADH-quinone reductase subunit F [Vibrio ishigakensis]	GCA_000830415.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio ishigakensis
WP_215952942.1	WP_215952942.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Amphritea atlantica]	GCF_018860855.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Amphritea	Amphritea atlantica_A
WP_127956982.1	WP_127956982.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Serratia microhaemolytica]	GCF_004011885.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia_G	Serratia_G microhaemolytica
WP_086961447.1	WP_086961447.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Vibrio casei]	GCF_002218025.2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio casei
WP_105903206.1	WP_105903206.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Vibrio gangliei]	GCF_002934045.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio gangliei
TDF38178.1	TDF38178.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Alteromonadaceae bacterium M269]	GCA_004353515.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	M269	M269 sp004353515
SKGI01000097.1_5	SKGI01000097.1_5 # 1681 # 2766 # -1 # ID=35_5;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.449	GCA_007117555.1	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	SKGI01	SKGI01 sp007117555
JAGYKG010000002.1_129	JAGYKG010000002.1_129 # 151078 # 152376 # 1 # ID=12_129;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=7bp;gc_cont=0.386	GCA_018401815.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Nonlabens	Nonlabens sp018401815
CAJQJL010000130.1_28	CAJQJL010000130.1_28 # 24043 # 25341 # 1 # ID=130_28;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=11bp;gc_cont=0.398	GCA_905478665.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	UBA4466	UBA4466 sp905478665
WP_109621156.1	WP_109621156.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Sediminitomix flava]	GCF_003149185.1	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	Sediminitomix	Sediminitomix flava
JAGYLH010000087.1_5	JAGYLH010000087.1_5 # 2569 # 3828 # 1 # ID=222_5;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=9bp;gc_cont=0.444	GCA_018400955.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	F082	UBA6192	UBA6192 sp018400955
JAGYPA010000003.1_117	JAGYPA010000003.1_117 # 134145 # 135251 # 1 # ID=170_117;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.504	GCA_018399255.1	Bacteria	Spirochaetota	Spirochaetia	JABMQR01	JABMQR01	M55B182	M55B182 sp018399255
